Chave,C2_PRODUTO,C2_XDESCP,C2_QUANT,C2_DATPRI,C2_DATPRF,D4_COD,D4_QTDEORI,Soma de D4_QUANT,D4_XQFALFI,D4_XQTRANS
,,,,,,DA1280          ,1,2,1,0
,,,,,,DA1281          ,1,2,1,0
,,,,,,DA1282          ,1,2,1,0
,,,,,,DA1283          ,11,22,11,0
,,,,,,DA1285          ,1,1,1,0
,,,,,,DA1291          ,1,2,1,0
,,,,,,DA1304          ,1,1,1,0
,,,,,,DA1311          ,1,3,1,0
,,,,,,DA1311          ,2,2,2,0
,,,,,,DA1315          ,1,3,1,0
,,,,,,DA1315          ,2,2,2,0
,,,,,,DA1317          ,1,1,1,0
,,,,,,DA1317          ,2,2,2,0
,,,,,,DA1318          ,1,2,1,0
,,,,,,DA1338          ,1,1,1,0
,,,,,,DA1346          ,1,25,1,0
,,,,,,DA1346          ,2,8,2,0
,,,,,,DA1346          ,3,15,3,0
,,,,,,DA1346          ,4,8,4,0
,,,,,,DA1346          ,5,5,5,0
,,,,,,DA1346          ,6,24,6,0
,,,,,,DA1346          ,10,10,10,0
,,,,,,DA1346          ,11,11,11,0
,,,,,,DA1346          ,12,12,12,0
,,,,,,DA1378          ,1,31,1,0
,,,,,,DA1388          ,1,7,1,0
,,,,,,DA1392          ,2,12,2,0
,,,,,,DA1392          ,4,4,2,4
,,,,,,DA1392          ,4,12,4,0
,,,,,,DA1411          ,1,1,1,0
,,,,,,DA1412          ,2,2,2,0
,,,,,,DA1415          ,2,2,2,0
,,,,,,DA1420          ,1,1,1,0
,,,,,,DA1420          ,2,2,2,0
,,,,,,DA1421          ,1,5,1,0
,,,,,,DA1423          ,1,1,1,0
,,,,,,DA1423          ,2,2,2,0
,,,,,,DA1424          ,1,1,1,0
,,,,,,DA1424          ,2,2,2,0
,,,,,,DA1426          ,1,1,1,0
,,,,,,DA1427          ,1,3,1,0
,,,,,,DA1446          ,2,2,2,0
,,,,,,DA1460          ,2,2,2,0
,,,,,,DA1477          ,1,1,1,0
,,,,,,DA1481          ,1,1,1,0
,,,,,,DA1481          ,6,6,6,0
,,,,,,DA1489          ,3,3,3,0
,,,,,,DA1491          ,6,96,6,0
,,,,,,DA1491          ,12,36,12,0
,,,,,,DA1493         ,2,4,2,0
,,,,,,DA1496          ,3,3,3,0
,,,,,,DA1576          ,1,5,1,0
,,,,,,DA1581         ,1,1,1,0
,,,,,,DA1585          ,2,2,2,0
,,,,,,DA1588          ,2,4,2,0
,,,,,,DA1596         ,2,2,2,0
,,,,,,DA1627          ,3,3,3,0
,,,,,,DA1648          ,3,3,3,0
,,,,,,DA1648          ,6,12,6,0
,,,,,,DA1648          ,10,10,10,0
,,,,,,DA1648          ,12,12,12,0
,,,,,,DA1648          ,14,14,14,0
,,,,,,DA1648          ,25,25,25,0
,,,,,,DA1648          ,26,26,26,0
,,,,,,DA1648          ,28,28,28,0
,,,,,,DA1648          ,52,52,52,0
,,,,,,DA1648          ,84,84,84,0
,,,,,,DA1649          ,1,3,1,0
,,,,,,DA1649          ,2,4,2,0
,,,,,,DA1649          ,4,4,4,0
,,,,,,DA1649          ,6,6,6,0
,,,,,,DA1651          ,2,2,2,0
,,,,,,DA1651          ,6,6,6,0
,,,,,,DA1652          ,2,4,2,0
,,,,,,DA1652          ,6,6,6,0
,,,,,,DA1672          ,1,2,1,0
,,,,,,DA1683         ,2,2,2,0
,,,,,,DA1695          ,3,3,3,0
,,,,,,DA1700         ,8,8,8,0
,,,,,,DA1703          ,1,1,1,0
,,,,,,DA1705         ,2,2,2,0
,,,,,,DA1705         ,3,3,3,0
,,,,,,DA1706          ,1,1,1,0
,,,,,,DA1721         ,1,2,1,0
,,,,,,DA1722         ,1,2,1,0
,,,,,,DA1724          ,1,1,1,0
,,,,,,DA1724          ,2,2,2,0
,,,,,,DA1724          ,4,4,4,0
,,,,,,DA1724          ,6,6,6,0
,,,,,,DA1823          ,2,2,2,0
,,,,,,DA1823          ,4,4,4,0
,,,,,,DA1928          ,1,1,1,0
,,,,,,DA1930          ,1,1,1,0
,,,,,,DA1947          ,1,1,1,0
,,,,,,DA1947          ,2,4,2,0
,,,,,,DA1957          ,1,4,1,0
,,,,,,DA1998          ,2,2,2,0
,,,,,,DA2000          ,1,1,1,0
,,,,,,DA2002          ,1,1,1,0
,,,,,,DA2007          ,3,3,3,0
,,,,,,DA2017          ,1,5,1,0
,,,,,,DA2017          ,2,2,2,0
,,,,,,DA2020          ,1,1,1,0
,,,,,,DA2021          ,1,2,1,0
,,,,,,DA2023         ,1,1,1,0
,,,,,,DA2026          ,1,1,1,0
,,,,,,DA2027          ,1,1,1,0
,,,,,,DA2031          ,2,2,2,0
,,,,,,DA2038          ,1,3,1,0
,,,,,,DA2038          ,2,2,2,0
,,,,,,DA2044          ,1,5,1,0
,,,,,,DA2044          ,2,2,2,0
,,,,,,DA2047          ,1,1,1,0
,,,,,,DA2054          ,1,9,1,0
,,,,,,DA2054          ,2,6,2,0
,,,,,,DA2054          ,4,4,4,0
,,,,,,DA2057          ,1,4,1,0
,,,,,,DA2058          ,1,1,1,0
,,,,,,DA2059          ,1,1,1,0
,,,,,,DA2060          ,1,1,1,0
,,,,,,DA2078          ,1,4,1,0
,,,,,,DA2079          ,1,4,1,0
,,,,,,DA2080          ,1,4,1,0
,,,,,,DA2081          ,2,2,2,0
,,,,,,DA2082          ,2,6,2,0
,,,,,,DA2085          ,1,1,1,0
,,,,,,DA2093          ,1,1,1,0
,,,,,,DA2099          ,1,1,1,0
,,,,,,DA2265          ,1,1,1,0
,,,,,,DA2270          ,1,2,1,0
,,,,,,DA2271          ,1,1,1,0
,,,,,,DA2275          ,2,2,2,0
,,,,,,DA2277          ,1,2,1,0
,,,,,,DA2331          ,1,2,1,0
,,,,,,DA2333          ,1,1,1,0
,,,,,,DA2355          ,38,38,3,35
,,,,,,DA2359          ,1,1,1,0
,,,,,,DA2360          ,4,4,4,0
,,,,,,DA2378          ,1,1,1,0
,,,,,,DA2400          ,1,1,1,0
,,,,,,DA2402          ,1,4,1,0
,,,,,,DA2403          ,1,1,1,0
,,,,,,DA2407          ,1,1,1,0
,,,,,,DA2408          ,1,1,1,0
,,,,,,DA2409          ,1,1,1,0
,,,,,,DA2410          ,1,1,1,0
,,,,,,DA2411          ,1,1,1,0
,,,,,,DA2412          ,1,2,1,0
,,,,,,DA2413          ,1,2,1,0
,,,,,,DA2414          ,1,1,1,0
,,,,,,DA2415          ,1,1,1,0
,,,,,,DA2416         ,1,3,1,0
,,,,,,DA2417          ,2,4,2,0
,,,,,,DA2418          ,1,1,1,0
,,,,,,DA2421          ,1,1,1,0
,,,,,,DA2422          ,1,2,1,0
,,,,,,DA2430          ,1,1,1,0
,,,,,,DA2439          ,2,2,2,0
,,,,,,DA2452          ,1,1,1,0
,,,,,,DA2464          ,1,1,1,0
,,,,,,DA2469          ,2,26,2,0
,,,,,,DA2473         ,2,2,2,0
,,,,,,DA2483          ,1,1,1,0
,,,,,,DA2485          ,1,1,1,0
,,,,,,DA2496          ,2,4,2,0
,,,,,,DA2497          ,2,2,2,0
,,,,,,DA2500         ,1,1,1,0
,,,,,,DA2501         ,1,1,1,0
,,,,,,DA2502         ,1,1,1,0
,,,,,,DA2504          ,1,1,1,0
,,,,,,DA2512          ,6,6,6,0
,,,,,,DA2529          ,1,12,1,0
,,,,,,DA2531          ,1,16,1,0
,,,,,,DA2532          ,1,15,1,0
,,,,,,DA2535          ,1,16,1,0
,,,,,,DA2536          ,1,21,1,0
,,,,,,DA2537          ,6,96,6,0
,,,,,,DA2538         ,6,108,6,0
,,,,,,DA2538          ,6,6,5,6
,,,,,,DA2539          ,1,15,1,0
,,,,,,DA2542          ,5,5,5,0
,,,,,,DA2543          ,3,3,3,0
,,,,,,DA2543          ,4,4,4,0
,,,,,,DA2543          ,6,114,6,0
,,,,,,DA2545          ,6,90,6,0
,,,,,,DA2545          ,9,9,9,0
,,,,,,DA2546          ,1,13,1,0
,,,,,,DA2546          ,3,3,3,0
,,,,,,DA2547          ,4,60,4,0
,,,,,,DA2547          ,6,84,6,0
,,,,,,DA2548         ,1,19,1,0
,,,,,,DA2548          ,3,6,3,0
,,,,,,DA2550          ,6,6,6,0
,,,,,,DA2552          ,6,6,6,0
,,,,,,DA2554          ,6,150,6,0
,,,,,,DA2554          ,18,18,18,0
,,,,,,DA2555          ,6,6,6,0
,,,,,,DA2556          ,1,1,1,0
,,,,,,DA2556          ,5,10,5,0
,,,,,,DA2556          ,6,84,6,0
,,,,,,DA2557          ,1,1,1,0
,,,,,,DA2557          ,5,10,5,0
,,,,,,DA2557          ,6,90,6,0
,,,,,,DA2558          ,1,15,1,0
,,,,,,DA2558          ,2,2,2,0
,,,,,,DA2559          ,2,32,2,0
,,,,,,DA2560          ,2,32,2,0
,,,,,,DA2563          ,1,1,1,0
,,,,,,DA2599          ,1,1,1,0
,,,,,,DA2635         ,1,1,1,0
,,,,,,DA2636          ,1,1,1,0
,,,,,,DA2637         ,1,1,1,0
,,,,,,DA2637          ,6,6,6,0
,,,,,,DA2638         ,1,1,1,0
,,,,,,DA2642          ,1,1,1,0
,,,,,,DA2656          ,2,2,2,0
,,,,,,DA2657          ,2,2,2,0
,,,,,,DA2664         ,1,1,1,0
,,,,,,DA2665          ,1,2,1,0
,,,,,,DA2695          ,1,1,1,0
,,,,,,DA2697          ,2,8,2,0
,,,,,,DA2723          ,1,11,1,0
,,,,,,DA2723          ,2,2,2,0
,,,,,,DA2728         ,1,1,1,0
,,,,,,DA2729         ,1,5,1,0
,,,,,,DA2730         ,1,5,1,0
,,,,,,DA2731          ,1,5,1,0
,,,,,,DA2732         ,1,1,1,0
,,,,,,DA2733         ,1,1,1,0
,,,,,,DA2734         ,1,1,1,0
,,,,,,DA2735         ,4,4,4,0
,,,,,,DA2736          ,5,5,5,0
,,,,,,DA2737          ,1,2,1,0
,,,,,,DA2737          ,5,5,5,0
,,,,,,DA2740          ,2,2,1,1
,,,,,,DA2740          ,10,10,10,0
,,,,,,DA2741          ,1,1,1,0
,,,,,,DA2741          ,5,5,5,0
,,,,,,DA2742          ,1,6,1,0
,,,,,,DA2781          ,1,1,1,0
,,,,,,DA2797          ,1,3,1,0
,,,,,,DA2798          ,1,1,1,0
,,,,,,DA2799          ,1,3,1,0
,,,,,,DA2805          ,6,6,6,0
,,,,,,DA2809          ,6,6,6,0
,,,,,,DA2810          ,1,1,1,0
,,,,,,DA2818          ,1,14,1,0
,,,,,,DA2818          ,6,6,6,0
,,,,,,DA2819          ,1,1,1,0
,,,,,,DA2819          ,2,36,2,0
,,,,,,DA2820          ,1,19,1,0
,,,,,,DA2821          ,1,15,1,0
,,,,,,DA2833          ,1,1,1,0
,,,,,,DA2838          ,1,1,1,0
,,,,,,DA2846          ,1,1,1,0
,,,,,,DA2885          ,1,1,1,0
,,,,,,DA2886          ,6,96,6,0
,,,,,,DA2888          ,1,2,1,0
,,,,,,DA2990          ,1,1,1,0
,,,,,,DA2996          ,1,1,1,0
,,,,,,DA2997          ,1,1,1,0
,,,,,,DA3009          ,1,3,1,0
,,,,,,DA3030         ,1,2,1,0
,,,,,,DA3033          ,3,3,3,0
,,,,,,DA3042          ,1,1,1,0
,,,,,,DA3043          ,1,1,1,0
,,,,,,DA3044          ,1,1,1,0
,,,,,,DA3057          ,6,12,6,0
,,,,,,DA3102          ,6,6,6,0
,,,,,,DA3107          ,4,4,4,0
,,,,,,DA3155          ,1,1,1,0
,,,,,,DA3178          ,3,3,3,0
,,,,,,DA3180          ,3,3,3,0
,,,,,,DA3181          ,3,3,3,0
,,,,,,DA3195          ,1,1,1,0
,,,,,,DA3218         ,1,2,1,0
,,,,,,DA3237          ,1,1,1,0
,,,,,,DA3240          ,5,5,5,0
,,,,,,DA3240          ,6,6,6,0
,,,,,,DA3240          ,15,15,15,0
,,,,,,DA3240          ,20,20,20,0
,,,,,,DA3240          ,30,30,30,0
,,,,,,DA3250          ,1,1,1,0
,,,,,,DA3251          ,1,1,1,0
,,,,,,DA3253          ,1,1,1,0
,,,,,,DA3257          ,1,1,1,0
,,,,,,DA3271          ,1,1,1,0
,,,,,,DA3285          ,1,1,1,0
,,,,,,DA3285          ,5,5,5,0
,,,,,,DA3285P         ,1,1,1,0
,,,,,,DA3285P         ,5,5,5,0
,,,,,,DA3287          ,1,1,1,0
,,,,,,DA3298          ,4,4,4,0
,,,,,,DA3305          ,4,16,4,0
,,,,,,DA3314          ,2,2,2,0
,,,,,,DA3316          ,1,1,1,0
,,,,,,DA3317          ,1,1,1,0
,,,,,,DA3318          ,1,1,1,0
,,,,,,DA3335          ,1,1,1,0
,,,,,,DA3344          ,2,4,2,0
,,,,,,DA3345         ,1,2,1,0
,,,,,,DA3345          ,2,2,2,0
,,,,,,DA3350         ,2,2,2,0
,,,,,,DA3373         ,1,8,1,0
,,,,,,DA3377         ,1,1,1,0
,,,,,,DA3381          ,1,2,1,0
,,,,,,DA3383         ,2,2,2,0
,,,,,,DA3384         ,2,2,2,0
,,,,,,DA3386          ,1,1,1,0
,,,,,,DA3388          ,3,3,3,0
,,,,,,DA3388          ,12,12,12,0
,,,,,,DA3391          ,2,2,2,0
,,,,,,DA3403          ,1,10,1,0
,,,,,,DA3408          ,1,1,1,0
,,,,,,DA3410          ,1,1,1,0
,,,,,,DA3411          ,1,1,1,0
,,,,,,DA3416          ,1,1,1,0
,,,,,,DA3455          ,1,3,1,0
,,,,,,DA3459          ,4,8,4,0
,,,,,,DA3551          ,3,9,3,0
,,,,,,DA3555          ,1,3,1,0
,,,,,,DA3556          ,2,6,2,0
,,,,,,DA3558          ,1,3,1,0
,,,,,,DA3569          ,1,1,1,0
,,,,,,DA3570          ,1,2,1,0
,,,,,,DA3582          ,6,84,6,0
,,,,,,DA3601          ,2,6,2,0
,,,,,,DA3602          ,4,12,4,0
,,,,,,DA3603          ,2,6,2,0
,,,,,,DA3604          ,2,8,2,0
,,,,,,DA3605          ,1,3,1,0
,,,,,,DA3606          ,2,6,2,0
,,,,,,DA3607          ,2,6,2,0
,,,,,,DA3608          ,1,3,1,0
,,,,,,DA3609          ,2,6,2,0
,,,,,,DA3610          ,2,6,2,0
,,,,,,DA3611          ,1,3,1,0
,,,,,,DA3612          ,1,3,1,0
,,,,,,DA3613          ,1,3,1,0
,,,,,,DA3614          ,1,3,1,0
,,,,,,DA3615          ,2,6,2,0
,,,,,,DA3616          ,1,3,1,0
,,,,,,DA3618          ,2,6,2,0
,,,,,,DA3619          ,2,6,2,0
,,,,,,DA3625          ,1,3,1,0
,,,,,,DA3626          ,2,6,2,0
,,,,,,DA3627          ,1,3,1,0
,,,,,,DA3630          ,1,3,1,0
,,,,,,DA3631          ,1,3,1,0
,,,,,,DA3632          ,1,4,1,0
,,,,,,DA3632          ,2,2,2,0
,,,,,,DA3633          ,3,9,3,0
,,,,,,DA3634          ,3,9,3,0
,,,,,,DA3635          ,1,1,1,0
,,,,,,DA3636          ,1,3,1,0
,,,,,,DA3638          ,2,6,2,0
,,,,,,DA3639          ,1,3,1,0
,,,,,,DA3640          ,1,4,1,0
,,,,,,DA3643          ,3,9,3,0
,,,,,,DA3644          ,1,4,1,0
,,,,,,DA3647          ,1,3,1,0
,,,,,,DA3650          ,1,3,1,0
,,,,,,DA3651          ,1,3,1,0
,,,,,,DA3654          ,1,1,1,0
,,,,,,DA3655          ,1,2,1,0
,,,,,,DA3656          ,1,3,1,0
,,,,,,DA3657          ,1,3,1,0
,,,,,,DA3658          ,1,3,1,0
,,,,,,DA3665          ,1,3,1,0
,,,,,,DA3700          ,1,5,1,0
,,,,,,DA3700          ,10,10,10,0
,,,,,,DA3708          ,1,1,1,0
,,,,,,DA3741          ,3,3,3,0
,,,,,,DA3741          ,4,4,4,0
,,,,,,DA3777          ,1,1,1,0
,,,,,,DA3781         ,1,2,1,0
,,,,,,DA3787         ,1,1,1,0
,,,,,,DA3788         ,1,1,1,0
,,,,,,DA3788          ,4,12,4,0
,,,,,,DA3791          ,1,4,1,0
,,,,,,DA3791          ,4,4,4,0
,,,,,,DA3799          ,1,2,1,0
,,,,,,DA3802          ,1,1,1,0
,,,,,,DA3804          ,1,1,1,0
,,,,,,DA3804          ,5,5,5,0
,,,,,,DA3804          ,6,126,6,0
,,,,,,DA3804          ,12,84,12,0
,,,,,,DA3805          ,2,32,2,0
,,,,,,DA3805          ,4,20,4,0
,,,,,,DA3806          ,6,108,6,0
,,,,,,DA3806          ,12,48,12,0
,,,,,,DA3814          ,3,3,3,0
,,,,,,DA3822          ,1,1,1,0
,,,,,,DA3822          ,6,18,6,0
,,,,,,DA3831          ,1,1,1,0
,,,,,,DA3834          ,1,1,1,0
,,,,,,DA3835          ,1,1,1,0
,,,,,,DA3837          ,1,1,1,0
,,,,,,DA3840          ,1,1,1,0
,,,,,,DA3843         ,1,1,1,0
,,,,,,DA3852          ,1,1,1,0
,,,,,,DA3855          ,2,2,2,0
,,,,,,DA3862          ,1,1,1,0
,,,,,,DA3890         ,1,2,1,0
,,,,,,DA3892          ,6,18,6,0
,,,,,,DA3928          ,1,2,1,0
,,,,,,DA3933          ,1,2,1,0
,,,,,,DA3938          ,1,1,1,0
,,,,,,DA3938          ,4,12,4,0
,,,,,,DA3960          ,3,3,3,0
,,,,,,DA3988         ,1,1,1,0
,,,,,,DA3990         ,1,1,1,0
,,,,,,DA3991         ,1,1,1,0
,,,,,,DA4009          ,1,1,1,0
,,,,,,DA4009          ,4,4,4,0
,,,,,,DA4037          ,1,1,1,0
,,,,,,DA4038          ,1,47,1,0
,,,,,,DA4038          ,2,18,2,0
,,,,,,DA4047          ,1,1,1,0
,,,,,,DA4071          ,1,1,1,0
,,,,,,DA4074          ,1,2,1,0
,,,,,,DA4076          ,1,1,1,0
,,,,,,DA4110          ,1,3,1,0
,,,,,,DA4186          ,1,15,1,0
,,,,,,DA4191          ,1,1,1,0
,,,,,,DA4232          ,1,1,1,0
,,,,,,DA4232          ,3,3,3,0
,,,,,,DA4232          ,4,4,4,0
,,,,,,DA4232          ,5,5,5,0
,,,,,,DA4258          ,1,1,1,0
,,,,,,DA4261          ,1,7,1,0
,,,,,,DA4261          ,2,2,2,0
,,,,,,DA4264         ,8,16,8,0
,,,,,,DA4265          ,1,1,1,0
,,,,,,DA4271          ,6,12,6,0
,,,,,,DA4279          ,1,1,1,0
,,,,,,DA4303          ,1,1,1,0
,,,,,,DA4307          ,2,2,2,0
,,,,,,DA4308          ,1,2,1,0
,,,,,,DA4324          ,1,1,1,0
,,,,,,DA4326          ,4,4,4,0
,,,,,,DA4326          ,40,40,40,0
,,,,,,DA4341          ,1,1,1,0
,,,,,,DA4350          ,1,1,1,0
,,,,,,DA4356          ,1,1,1,0
,,,,,,DA4361          ,3,3,3,0
,,,,,,DA4362          ,3,3,3,0
,,,,,,DA4364         ,1,1,1,0
,,,,,,DA4365          ,6,6,6,0
,,,,,,DA4365          ,8,8,8,0
,,,,,,DA4387          ,1,3,1,0
,,,,,,DA4405          ,1,1,1,0
,,,,,,DA4424          ,1,2,1,0
,,,,,,DA4470          ,2,2,2,0
,,,,,,DA4484          ,4,4,4,0
,,,,,,DA4490          ,2,4,2,0
,,,,,,DA4498          ,2,2,2,0
,,,,,,DA4503          ,1,1,1,0
,,,,,,DA4504          ,1,1,1,0
,,,,,,DA4519         ,1,2,1,0
,,,,,,DA4519          ,2,2,2,0
,,,,,,DA4520         ,1,1,1,0
,,,,,,DA4520          ,2,2,2,0
,,,,,,DA4521         ,1,1,1,0
,,,,,,DA4521          ,2,2,2,0
,,,,,,DA4524          ,6,6,6,0
,,,,,,DA4525         ,4,4,4,0
,,,,,,DA4525          ,1,1,1,0
,,,,,,DA4528          ,1,1,1,0
,,,,,,DA4530          ,1,1,1,0
,,,,,,DA4531          ,1,1,1,0
,,,,,,DA4532          ,1,1,1,0
,,,,,,DA4533          ,1,2,1,0
,,,,,,DA4540          ,1,5,1,0
,,,,,,DA4545          ,10,10,10,0
,,,,,,DA4546          ,10,10,10,0
,,,,,,DA4569          ,2,2,2,0
,,,,,,DA4575          ,1,1,1,0
,,,,,,DA4576          ,1,1,1,0
,,,,,,DA4577          ,1,1,1,0
,,,,,,DA4579          ,1,1,1,0
,,,,,,DA4580          ,1,1,1,0
,,,,,,DA4605          ,3,3,3,0
,,,,,,DA4607          ,1,1,1,0
,,,,,,DA4607          ,3,3,3,0
,,,,,,DA4646          ,6,6,6,0
,,,,,,DA4715         ,1,1,1,0
,,,,,,DA4727          ,1,1,1,0
,,,,,,DA4730          ,1,1,1,0
,,,,,,DA4732          ,1,1,1,0
,,,,,,DA4765          ,1,1,1,0
,,,,,,DA4776          ,1,1,1,0
,,,,,,DA4781          ,1,1,1,0
,,,,,,DA4794          ,1,1,1,0
,,,,,,DA4839          ,1,6,1,0
,,,,,,DA4839          ,2,2,2,0
,,,,,,DA4839          ,5,5,5,0
,,,,,,DA4839          ,10,10,10,0
,,,,,,DA4839          ,15,15,15,0
,,,,,,DA4840          ,1,9,1,0
,,,,,,DA4840          ,2,2,2,0
,,,,,,DA4842          ,1,1,1,0
,,,,,,DA4847          ,1,10,1,0
,,,,,,DA4855          ,1,3,1,0
,,,,,,DA4857          ,1,1,1,0
,,,,,,DA4871          ,1,2,1,0
,,,,,,DA4873         ,1,1,1,0
,,,,,,DA4911         ,1,1,1,0
,,,,,,DA4926          ,1,1,1,0
,,,,,,DA4940         ,1,2,1,0
,,,,,,DA4944          ,1,1,1,0
,,,,,,DA4954          ,1,2,1,0
,,,,,,DA5036          ,1,25,1,0
,,,,,,DA5036          ,2,8,2,0
,,,,,,DA5036          ,3,15,3,0
,,,,,,DA5036          ,4,8,4,0
,,,,,,DA5036          ,5,5,5,0
,,,,,,DA5036          ,6,24,6,0
,,,,,,DA5036          ,10,10,10,0
,,,,,,DA5036          ,11,11,11,0
,,,,,,DA5036          ,12,12,12,0
,,,,,,DA5038          ,1,1,1,0
,,,,,,DA5038          ,2,14,2,0
,,,,,,DA5038          ,3,12,3,0
,,,,,,DA5038          ,4,60,4,0
,,,,,,DA5038          ,6,12,6,0
,,,,,,DA5038          ,8,16,8,0
,,,,,,DA5038          ,10,10,10,0
,,,,,,DA5038          ,12,60,12,0
,,,,,,DA5038          ,18,36,18,0
,,,,,,DA5038          ,20,20,20,0
,,,,,,DA5038          ,24,96,24,0
,,,,,,DA5038          ,44,44,44,0
,,,,,,DA5045          ,1,1,1,0
,,,,,,DA5045          ,2,2,2,0
,,,,,,DA5104          ,1,1,1,0
,,,,,,DA5105          ,1,1,1,0
,,,,,,DA5122          ,2,2,2,0
,,,,,,DA5154          ,1,2,1,0
,,,,,,DA5200          ,1,1,1,0
,,,,,,DA5202          ,1,1,1,0
,,,,,,DA5203          ,1,2,1,0
,,,,,,DA5204          ,1,2,1,0
,,,,,,DA5205          ,1,1,1,0
,,,,,,DA5205          ,2,2,2,0
,,,,,,DA5207          ,1,1,1,0
,,,,,,DA5208          ,1,1,1,0
,,,,,,DA5210          ,1,1,1,0
,,,,,,DA5212          ,1,2,1,0
,,,,,,DA5215          ,1,1,1,0
,,,,,,DA5220          ,4,4,4,0
,,,,,,DA5223          ,1,1,1,0
,,,,,,DA5224          ,1,2,1,0
,,,,,,DA5332          ,1,3,1,0
,,,,,,DA5332          ,5,5,5,0
,,,,,,DA5334          ,1,1,1,0
,,,,,,DA5336          ,3,3,3,0
,,,,,,DA5404          ,3,3,3,0
,,,,,,DA5412          ,6,6,6,0
,,,,,,DA5450          ,20,20,20,0
,,,,,,DA5453          ,10,10,10,0
,,,,,,DA5455          ,10,10,10,0
,,,,,,DA5459          ,2,2,2,0
,,,,,,DA5460         ,1,1,1,0
,,,,,,DA5461          ,20,20,20,0
,,,,,,DA5463          ,1,1,1,0
,,,,,,DA5466          ,1,1,1,0
,,,,,,DA5469          ,1,1,1,0
,,,,,,DA5487          ,1,1,1,0
,,,,,,DA5488          ,20,20,20,0
,,,,,,DA5489          ,1,1,1,0
,,,,,,DA5492          ,1,1,1,0
,,,,,,DA5493          ,1,1,1,0
,,,,,,DA5494          ,1,1,1,0
,,,,,,DA5495          ,1,1,1,0
,,,,,,DA5496          ,1,1,1,0
,,,,,,DA5497          ,1,2,1,0
,,,,,,DA5498          ,1,2,1,0
,,,,,,DA5500          ,1,1,1,0
,,,,,,DA5503          ,1,1,1,0
,,,,,,DA5504          ,1,1,1,0
,,,,,,DA5505          ,1,1,1,0
,,,,,,DA5506          ,2,2,3,0
,,,,,,DA5509          ,1,1,1,0
,,,,,,DA5511          ,2,2,2,0
,,,,,,DA5512          ,1,1,1,0
,,,,,,DA5527          ,1,1,1,0
,,,,,,DA5538         ,1,1,1,0
,,,,,,DA5541          ,1,6,1,0
,,,,,,DA5541          ,2,2,2,0
,,,,,,DA5557          ,1,2,1,0
,,,,,,DA5558          ,1,1,1,0
,,,,,,DA5569          ,1,1,1,0
,,,,,,DA5585          ,6,6,6,0
,,,,,,DA5587          ,1,2,1,0
,,,,,,DA5604          ,6,6,6,0
,,,,,,DA5605          ,6,6,6,0
,,,,,,DA5624          ,6,6,6,0
,,,,,,DA5637          ,1,1,1,0
,,,,,,DA5638          ,1,1,1,0
,,,,,,DA5645          ,1,1,1,0
,,,,,,DA5650         ,1,2,1,0
,,,,,,DA5665          ,4,4,4,0
,,,,,,DA5665          ,6,6,6,0
,,,,,,DA5665          ,10,10,10,0
,,,,,,DA5667          ,6,6,6,0
,,,,,,DA5668          ,6,6,6,0
,,,,,,DA5669          ,1,1,1,0
,,,,,,DA5674          ,1,1,1,0
,,,,,,DA5679          ,1,2,1,0
,,,,,,DA5679          ,1,2,2,0
,,,,,,DA5679          ,2,4,2,0
,,,,,,DA5685          ,1,1,1,0
,,,,,,DA5686          ,1,1,1,0
,,,,,,DA5688         ,2,2,2,0
,,,,,,DA5689          ,1,4,1,0
,,,,,,DA5692         ,1,1,1,0
,,,,,,DA5694         ,1,3,1,0
,,,,,,DA5695          ,1,1,1,0
,,,,,,DA5702          ,1,8,1,0
,,,,,,DA5702          ,3,3,3,0
,,,,,,DA5703         ,1,2,1,0
,,,,,,DA5704          ,1,7,1,0
,,,,,,DA5704          ,3,3,3,0
,,,,,,DA5710          ,4,4,4,0
,,,,,,DA5713          ,1,1,1,0
,,,,,,DA5714          ,1,1,1,0
,,,,,,DA5715          ,4,8,4,0
,,,,,,DA5715          ,12,12,12,0
,,,,,,DA5716          ,2,4,2,0
,,,,,,DA5733          ,1,1,1,0
,,,,,,DA5765          ,1,3,1,0
,,,,,,DA5773          ,1,3,1,0
,,,,,,DA5773          ,3,3,3,0
,,,,,,DA5777          ,1,1,1,0
,,,,,,DA5777          ,3,3,3,0
,,,,,,DA5798         ,1,3,1,0
,,,,,,DA5799          ,1,4,1,0
,,,,,,DA5825          ,1,1,1,0
,,,,,,DA5847          ,1,12,1,0
,,,,,,DA5881         ,1,1,1,0
,,,,,,DA5881          ,2,2,2,0
,,,,,,DA5881          ,3,12,3,0
,,,,,,DA5881          ,4,4,4,0
,,,,,,DA5889          ,10,10,10,0
,,,,,,DA5890          ,1,1,1,0
,,,,,,DA5907          ,1,1,1,0
,,,,,,DA5914          ,6,18,6,0
,,,,,,DA5915         ,6,12,6,0
,,,,,,DA5916         ,6,6,6,0
,,,,,,DA5916          ,5,5,1,4
,,,,,,DA5917         ,2,2,2,0
,,,,,,DA5921          ,4,4,4,0
,,,,,,DA5922          ,10,10,10,0
,,,,,,DA5926          ,3,3,3,0
,,,,,,DA5932          ,1,3,1,0
,,,,,,DA5940          ,1,12,1,0
,,,,,,DA5941          ,1,51,1,0
,,,,,,DA5955          ,1,1,1,0
,,,,,,DA5956          ,1,1,1,0
,,,,,,DA5957          ,1,2,1,0
